kommun,tmean,tmax,tmin,humidity
114,35.80224868,63.91666667,6.796957672,84.13492063
115,39.36904762,65.42857143,10.75,81.71230159
117,41.51031746,66.93392857,13.07857143,81.27103175
120,41.14285714,68.35714286,9.428571429,79
123,36.14285714,64.42857143,3.857142857,86.71428571
125,41.42857143,66.28571429,12.42857143,81
126,32.23214286,62.04910714,-0.053571429,84.23809524
127,29.28571429,61.28571429,-6.428571429,83
128,32.21428571,61.78571429,0,83
136,29.28571429,61.28571429,-6.428571429,83
138,33.21428571,62.30357143,2.071428571,84.20238095
139,32.46428571,63.32142857,0.924603175,82.53174603
140,32.32470238,63.12797619,4.085119048,84.70238095
160,38.3015873,64.16964286,13.57142857,86.71428571
162,38.14285714,63.42857143,17.57142857,86.71428571
163,37.39285714,63.65178571,12.39285714,86.71428571
180,37.14285714,63.32142857,10.57142857,86.71428571
181,35.14285714,62.28571429,6.428571429,83.85119048
182,37.16666667,64.66071429,7.357142857,82.85714286
183,37.55952381,63.4672619,13.51190476,86.71428571
184,38.14285714,63.42857143,17.57142857,86.71428571
186,39.14285714,65.07142857,14.85714286,84.78571429
187,41.14285714,68.35714286,9.428571429,80.92857143
188,47.5952381,68.35714286,22.21428571,78
191,31.14285714,62.5,-0.714285714,78
192,29.28571429,61.28571429,-6.428571429,83
305,30.10714286,63.03571429,-0.369047619,82.88095238
319,27.03571429,59.59375,-5.258928571,84.86607143
330,35.14880952,64.375,5.863095238,80.80952381
331,22.71428571,53.57142857,-9.857142857,86.71428571
360,28.07142857,59.90178571,-3.946428571,85.44642857
380,31.75,63.60714286,2.321428571,84.35714286
381,27.42857143,63,-2.714285714,86.28571429
382,31.82142857,63.14285714,-1.678571429,86.42857143
428,27.12857143,60.60793651,1.650793651,82.81481481
461,31.83125,63.25,4.782142857,84.70238095
480,32.96130952,64.55357143,8.81547619,84.45238095
481,42.28571429,67.71428571,22.14285714,84.45238095
482,27,62.14285714,0,84.70238095
483,29.60714286,65.14285714,2.071428571,85.83333333
484,32.57142857,66.10714286,-0.535714286,83.57142857
486,30,63.84821429,1.044642857,84.79285714
488,34.05208333,63.41964286,7.62202381,84.33531746
509,26.98968254,56.78027211,4.145918367,85.22177579
512,24.9207672,53.43412698,1.228174603,85.98809524
513,29.85714286,61.85714286,0,89.28571429
560,22.85714286,53.71428571,-0.142857143,84.14285714
561,31.87301587,61.82539683,6.238095238,83.60714286
562,27.63571429,60.3952381,3.595238095,82.75396825
563,34.07936508,61.62698413,10.33333333,81.71428571
580,29.47619048,62.19047619,4.285714286,85.33333333
581,32.95238095,63.21428571,11.04761905,82.57142857
582,32.0952381,62.21428571,7.976190476,82.57142857
583,22,55.14285714,1.285714286,83.36061508
584,24.95238095,58.76190476,3.071428571,83.75173611
586,27.9047619,62.38095238,4.857142857,84.14285714
604,22.41666667,48.15306122,0.668367347,87.35714286
617,27.73071429,64.9544898,-4.77377551,82.07142857
642,24.75,57.43877551,-3.093537415,85.61904762
643,26.33333333,56.10884354,-1.029478458,88
662,30.89,65.90897959,1.881020408,83.14285714
665,25.95679233,58.48400038,-2.417948791,84.21626984
680,33.10714286,56.31632653,9.576530612,88
682,16,43.71428571,-5.285714286,88
683,24.57142857,64,-11.42857143,81
684,23.44146825,56.00992063,-4.47718254,83.08333333
685,23.00396825,52.23015873,-0.623015873,83.54960317
686,18.14285714,44.42857143,-2.285714286,85.5
687,26.12698413,52.72789116,3.367346939,86.07142857
760,28.68253968,58.73015873,3.412698413,81.57142857
761,24.42857143,50.71428571,2.285714286,82
763,34.71428571,62,8,80.71924603
764,30.19047619,64.0952381,-0.571428571,81.33333333
765,34.38253968,69.18968254,5.312698413,80.32936508
767,33,79.57142857,-1.571428571,80.29960317
780,27.80952381,56.14285714,4.952380952,82
781,31.28571429,66.28571429,1.714285714,81
821,32.42857143,63.42857143,6.285714286,81.14285714
834,39.18095238,64.54285714,17.05714286,82
840,52.85714286,67.57142857,39.14285714,85
860,29.19047619,62.04761905,1.666666667,81.14285714
861,36.66666667,65.28571429,13.57142857,81.14285714
862,36.25714286,62.34285714,13.31428571,82
880,40.42857143,63.57142857,19.42857143,81.67857143
881,33.14867725,60.67883598,9.716402116,81.57142857
882,37.14285714,68.85714286,15,81.07142857
883,36.28571429,61.42857143,14.42857143,80.85714286
884,30.12380952,59.72380952,5.761904762,83.57142857
885,50.38095238,62.85714286,38.19047619,85
980,53.57142857,68.97802198,36.72527473,82.85714286
1060,40.81904762,71.04285714,15.59047619,78.83928571
1080,40.85714286,67.71428571,18.42857143,81.42912257
1081,40.85714286,67.71428571,18.42857143,80.28736772
1082,44.57142857,76.71428571,18.28571429,78.14285714
1083,48.57142857,70,31.42857143,78.14285714
1214,43.89285714,75.44047619,16.58730159,80.80853175
1230,45.81428571,80.54285714,17.21428571,78.225
1231,47.57142857,83.42857143,17.57142857,78.14285714
1233,44.69047619,76.85714286,15.78571429,78.14285714
1256,42.14285714,76.28571429,8.714285714,79.92824074
1257,39.22767857,77.05654762,10.16021825,79.8411045
1260,44.51785714,75.57738095,17.22222222,82.14285714
1261,44.68571429,77.55238095,17.52698413,79.78571429
1262,47.57142857,83.42857143,17.57142857,78.55357143
1263,40.92857143,74.14285714,11.78571429,78.14285714
1264,43.79285714,75.79285714,17.35714286,78.45238095
1265,42.60714286,75.96428571,16.14285714,79.07142857
1266,36.14285714,70.42857143,4.428571429,80
1267,38.91517857,73.31547619,10.43998016,79.69047619
1270,44.42857143,77.57142857,19.28571429,79.76785714
1272,43.11428571,71.8,19.51428571,79.07142857
1273,36.28571429,72.14285714,8.714285714,79.78472222
1275,39.11755952,74.99900794,11.1479828,79.7827381
1276,41.83928571,75.79761905,14.56944444,79.56547619
1277,44.23571429,76.64880952,17.03293651,80.83194444
1278,54,78.42857143,32.52380952,76.85714286
1280,47.57142857,83.42857143,17.57142857,78.14285714
1281,45.42857143,78.28571429,21.57142857,78.14285714
1282,45.14285714,75.71428571,17.85714286,82.14285714
1283,45.14285714,75.71428571,17.85714286,82.14285714
1284,59.85714286,81.28571429,37.42857143,80.82142857
1285,41.39285714,74.89285714,14.04761905,79.07142857
1286,44.42857143,77.57142857,19.28571429,79.32291667
1287,45.57142857,73,18,78.24603175
1290,39.95238095,74.35714286,11.52380952,80
1291,44.42857143,77.57142857,19.28571429,80
1292,45.78571429,80.71428571,18.92857143,79.5
1293,36.28571429,72.14285714,8.714285714,80
1315,31.71428571,67.28571429,6.142857143,82.71428571
1380,36.28571429,76.71428571,5.142857143,82.23809524
1381,39.93080357,76.46180556,11.14971892,79.89880952
1382,33.77142857,75.65714286,3.4,83
1383,39.28571429,79.42857143,6.285714286,78.97777778
1384,63.85714286,87.57142857,40.71428571,74.42857143
1401,34.28571429,67.42857143,9,75.71428571
1402,38.93304762,75.32504762,9.572285714,76.01587302
1407,62.28571429,84.14285714,39.14285714,70.42857143
1415,40.00793651,80.96825397,7.788359788,76.57142857
1419,41.71428571,84.71428571,13.71428571,76.42857143
1421,36.84920635,78.55555556,6.517195767,73.95617284
1427,41,79.42857143,12.92857143,67.83862434
1430,32.85714286,77.42857143,2.428571429,72.10582011
1435,49.14285714,81.42857143,23.42857143,63.57142857
1438,33.57142857,75.52380952,2.702380952,75.3968254
1439,35.75396825,77.99206349,5.233465608,77.34920635
1440,39.67142857,80.08571429,6.142857143,76.28571429
1441,36.08485714,75.118,4.574,76.61904762
1442,28.60015873,68.21571429,-2.027460317,80.12619048
1443,31.89571429,69.21857143,3.012857143,79.0952381
1444,38.81476984,73.85030952,9.306722222,78.78571429
1445,32.50242063,71.34678571,1.009801587,78.57142857
1446,41.57142857,68.28571429,14.57142857,83.5
1447,35.8452381,71.83333333,7.75,82.85714286
1452,27.4397619,60.91346939,0.876292517,84.79047619
1460,30.42857143,75.95238095,-4.333333333,80.28571429
1461,43.28571429,83.71428571,15.85714286,76.85714286
1462,40,81.71428571,6.571428571,76.85714286
1463,39.39238095,74.01714286,12.14666667,79.5047619
1465,31.45109524,67.29934694,3.927462585,82.73333333
1466,27.91194444,65.08964286,-0.209246032,81.39285714
1470,37.28571429,70.71428571,9.142857143,80.85714286
1471,39.35714286,70.38690476,14.35119048,78.85714286
1472,37.4375,66.41156463,13.31958617,83.4952381
1473,41.80952381,71.19047619,17.71428571,82.38904762
1480,46.42857143,83.42857143,15.14285714,75.71428571
1481,45.99095238,78.11142857,19.25095238,76.34047619
1482,43.21428571,82.57142857,10.85714286,76.28571429
1484,36.88888889,78.49206349,7.097883598,71.96419753
1485,36.80952381,78.61904762,5.936507937,75.94814815
1486,59.14285714,80.28571429,35.85714286,66.28571429
1487,37.57142857,76.71428571,8.80952381,76.85714286
1488,40.57142857,77.28571429,8.571428571,77.27380952
1489,28.14285714,75.42857143,-10.42857143,76.28571429
1490,25.76190476,60,1.333333333,85.28571429
1491,20,61.42857143,-9.285714286,84.32420635
1492,33.28571429,78.84126984,-2.206349206,79.6031746
1493,48.57142857,80.14285714,22.57142857,80.85714286
1494,46.14285714,73.19047619,19,78.85714286
1495,27.42857143,63.07142857,-0.166666667,79.85714286
1496,35.28571429,65.14285714,16,81.23571429
1497,31.08333333,61.02721088,4.992630385,85.75
1498,21.14285714,54.57142857,-9.571428571,84.29238095
1499,27.68640023,62.49385569,0.402323453,80.85714286
1715,20.92857143,70.87142857,-20.9952381,79.51111111
1730,17.21428571,70.07142857,-23.92857143,81.66666667
1737,7.457142857,67.54285714,-38.08571429,80.21428571
1760,24.87142857,67.84285714,-8.171428571,81.06613757
1761,28,71,-4.428571429,79
1762,17.11111111,66.33333333,-26.80952381,78.80952381
1763,19.83333333,67.5,-21.21428571,78.85714286
1764,22.23809524,73.57142857,-19.9047619,80.55555556
1765,21.85714286,67.28571429,-10.71428571,82.33333333
1766,22,69.42857143,-22.28571429,78.14285714
1780,28,71,-4.428571429,79
1781,28.14285714,76.14285714,-7.285714286,81.57142857
1782,20.14285714,69.42857143,-18.28571429,78.57142857
1783,9.5,62.07142857,-36.92857143,79.42857143
1784,12.57142857,72.85714286,-37.14285714,81
1785,26.14285714,76.85714286,-18.14285714,81.66666667
1814,24.23988095,58.70410053,-2.129761905,81.81365741
1860,24.85714286,59.85714286,-2,82.85714286
1861,24.225,57.1531746,0.766666667,82.40277778
1862,24,63,-7,82.85714286
1863,18.6452381,58.74761905,-12.48095238,82.61904762
1864,13.42857143,54.28571429,-14.57142857,83.96825397
