kommun,tmean,tmax,tmin,humidity
114,73.31547619,86.9292328,56.65277778,95.64246032
115,70.16666667,83.07142857,53.17857143,95.33918651
117,70.80337302,82.91547619,55.37678571,95.83926587
120,71.5,82.5,58.21428571,96.57142857
123,74.85714286,87.28571429,60.28571429,96
125,74.42857143,85.85714286,61.85714286,91
126,71.77232143,83.95535714,56.04910714,94.19047619
127,69.85714286,81.57142857,54,93.28571429
128,70.5,81.57142857,55.78571429,93.28571429
136,69.85714286,81.57142857,54,93.28571429
138,72.41071429,84.75,56.73214286,94.94047619
139,73.03968254,86.69444444,56.52380952,95.35515873
140,71.20744048,83.18452381,57.16696429,94.19047619
160,73.58829365,87.79166667,56.20535714,96
162,75.42857143,91,57,96
163,75.16964286,89.30357143,58.4375,96
180,74.96428571,87.92857143,59.46428571,96
181,71.14285714,81.57142857,57.57142857,93.73809524
182,72.95833333,85.05952381,58.13690476,96.28571429
183,75.1875,89.41071429,58.30059524,96
184,75.42857143,91,57,96
186,74.11904762,88.16666667,57.4047619,96.14285714
187,71.5,82.5,58.21428571,96.42857143
188,67.26190476,78.71428571,51.07142857,94.85714286
191,73.07142857,87.42857143,55.28571429,94.85714286
192,69.85714286,81.57142857,54,93.28571429
305,71.19047619,85.36904762,54,95.20833333
319,67.00892857,82.04910714,45.55803571,92.015625
330,70.32738095,83.94047619,52.98214286,95.08333333
331,65,80.85714286,43.14285714,95.57142857
360,66.875,82.09821429,45.6875,94.17410714
380,69.78571429,84.25,51.57142857,95.41071429
381,70.71428571,84.42857143,55.14285714,95.35714286
382,65.57142857,81.28571429,42.60714286,95.85714286
428,67.14285714,81.71587302,50.81428571,96.34920635
461,71.35446429,83.5625,57.70625,94.19047619
480,72.05059524,84.88095238,58.63392857,94.55952381
481,72.28571429,83.28571429,61.71428571,94.55952381
482,70.85714286,83.71428571,58,94.19047619
483,71.17857143,84.35714286,56.10714286,94.71428571
484,73.21428571,86.82142857,56.60714286,93.66666667
486,71.125,84.41964286,56.22321429,94.31904762
488,71.59672619,83.22619048,58.10267857,94.16269841
509,71.56269841,88.07834467,55.78639456,93.4952381
512,69.13161376,87.21177249,50.52936508,94.32619048
513,70.85714286,94,39.42857143,97.28571429
560,71,87.14285714,55.42857143,91.28571429
561,72.58730159,93.0952381,48.38095238,94.28571429
562,69.39285714,84.36190476,53.05,96.04761905
563,72.93650794,92.97619048,50.9047619,93.28571429
580,73.61904762,92.42857143,52.28571429,94.57142857
581,73.88095238,88.16666667,58.71428571,95.14285714
582,73.25595238,91.66666667,52.57142857,95.14285714
583,67.42857143,80.42857143,54.85714286,95.38095238
584,69.66666667,85.21428571,54.97619048,93.33333333
586,71.9047619,90,55.0952381,91.28571429
604,66.86904762,83.34863946,52.41836735,96.28571429
617,75.095,87.23173469,62.93408163,92.92857143
642,72.25,90.15816327,54.56122449,95.95238095
643,72.33333333,90.16326531,54.93877551,97.28571429
662,76.52333333,91.21346939,61.36816327,94.42857143
665,72.03344577,86.21313681,58.8212311,94.4781746
680,74.46428571,90.90306122,58.1122449,97.28571429
682,62.28571429,79.57142857,49.14285714,97.28571429
683,73.66666667,83.25,64.5,91.42857143
684,70.1656746,85.10912698,56.87003968,93.51190476
685,68.67857143,87.38888889,52.19444444,93.20039683
686,63.85714286,79.57142857,50,94.33333333
687,70.77777778,87.13151927,55.31972789,94.28571429
760,74.28571429,94.31746032,56.15873016,91.35714286
761,72,86.85714286,59.57142857,93.28571429
763,76.71428571,93.71428571,61.57142857,93.59722222
764,76.03174603,90.22619048,61.64285714,92.04761905
765,76.1473545,94.37103175,59.20555556,92.84031911
767,73.57142857,97.57142857,53.85714286,92.81051587
780,73.52380952,88.9047619,61.19047619,93.28571429
781,77.71428571,93.71428571,58.85714286,91.42857143
821,76.57142857,100,55.42857143,89.42857143
834,76.98095238,95.74285714,56.72380952,93.28571429
840,77,84.42857143,69.85714286,93.85714286
860,74.28571429,96.0952381,53.47619048,89.42857143
861,76.14285714,98.76190476,55.0952381,89.42857143
862,76.22857143,93.8,58.31428571,93.28571429
880,77,98.42857143,53.28571429,91.83928571
881,75.37142857,95.36084656,56.30899471,91.35714286
882,74.85714286,97.85714286,56.57142857,89.92857143
883,73.28571429,92.85714286,53.42857143,91.42857143
884,71.42857143,92.07619048,50.58095238,92.48095238
885,75.80952381,91.80952381,61.42857143,93.85714286
980,73.73626374,83.45054945,64.65934066,96.47619048
1060,76.70952381,95.14285714,59.73333333,94.25
1080,77.71428571,95,58.57142857,93.55842152
1081,77.71428571,95,58.57142857,94.10383598
1082,76.85714286,101,52.57142857,95.42857143
1083,77.14285714,87.28571429,66,95.42857143
1214,83.81746032,103.1666667,64.45238095,92.49751984
1230,86.24285714,104,63.75714286,89.51904762
1231,88.14285714,105.1428571,65.57142857,89.42857143
1233,85.21428571,101.1428571,63.35714286,89.42857143
1256,75,105.1428571,47.71428571,92.49313823
1257,78.79365079,100.1175595,59.7514881,93.38781415
1260,84.48015873,103.7261905,65.01190476,93.42857143
1261,84.22539683,103.6761905,63.84761905,91.23809524
1262,88.14285714,105.1428571,65.57142857,89.88095238
1263,83.92857143,99.71428571,60.64285714,89.42857143
1264,80.97142857,99.5,61.97142857,89.9047619
1265,78.92857143,98.78571429,62.07142857,90.85714286
1266,81.71428571,99.14285714,63.14285714,92.28571429
1267,80.08531746,99.33184524,61.82291667,91.80952381
1270,75.57142857,95.57142857,61.85714286,91.92857143
1272,76.84761905,93.42857143,61.56190476,93.85714286
1273,76.14285714,95.85714286,59.57142857,92.90798611
1275,78.75132275,99.12450397,60.56200397,92.44494048
1276,81.31746032,101.3988095,62.36309524,92.60416667
1277,83.78015873,103.6440476,64.12261905,93.48462302
1278,80.71428571,94.61904762,68.66666667,97.5
